"","fishery","species","management","MC","catchShare","illegalFishing","implementYear","recTime"
"47","Albacore single_stock","Albacore","close",1,"CS","illegal_fishing",2,8
"48","Albacore single_stock","Albacore","openA",1,"CS","illegal_fishing",2,NA
"49","Amberstripe scad single_stock","Amberstripe scad","SQ",1,"no_CS","illegal_fishing",2,30
"50","Amberstripe scad single_stock","Amberstripe scad","FMSY",1,"no_CS","illegal_fishing",2,45
"51","Amberstripe scad single_stock","Amberstripe scad","minRec",1,"no_CS","illegal_fishing",2,16
"52","Amberstripe scad single_stock","Amberstripe scad","econOpt",1,"no_CS","illegal_fishing",2,17
"53","Amberstripe scad single_stock","Amberstripe scad","close",1,"no_CS","illegal_fishing",2,16
"54","Amberstripe scad single_stock","Amberstripe scad","openA",1,"no_CS","illegal_fishing",2,NA
"55","Amberstripe scad single_stock","Amberstripe scad","SQ",1,"CS","illegal_fishing",2,30
"56","Amberstripe scad single_stock","Amberstripe scad","FMSY",1,"CS","illegal_fishing",2,45
"57","Amberstripe scad single_stock","Amberstripe scad","minRec",1,"CS","illegal_fishing",2,16
"58","Amberstripe scad single_stock","Amberstripe scad","econOpt",1,"CS","illegal_fishing",2,17
"59","Amberstripe scad single_stock","Amberstripe scad","close",1,"CS","illegal_fishing",2,16
"60","Amberstripe scad single_stock","Amberstripe scad","openA",1,"CS","illegal_fishing",2,NA
"61","Antarctic krill nei single_stock","Antarctic krill nei","SQ",1,"no_CS","illegal_fishing",2,NA
"62","Antarctic krill nei single_stock","Antarctic krill nei","FMSY",1,"no_CS","illegal_fishing",2,30
"63","Antarctic krill nei single_stock","Antarctic krill nei","minRec",1,"no_CS","illegal_fishing",2,17
"64","Antarctic krill nei single_stock","Antarctic krill nei","econOpt",1,"no_CS","illegal_fishing",2,NA
"65","Antarctic krill nei single_stock","Antarctic krill nei","close",1,"no_CS","illegal_fishing",2,17
"66","Antarctic krill nei single_stock","Antarctic krill nei","openA",1,"no_CS","illegal_fishing",2,NA
"67","Antarctic krill nei single_stock","Antarctic krill nei","SQ",1,"CS","illegal_fishing",2,NA
"68","Antarctic krill nei single_stock","Antarctic krill nei","FMSY",1,"CS","illegal_fishing",2,30
"69","Antarctic krill nei single_stock","Antarctic krill nei","minRec",1,"CS","illegal_fishing",2,17
"70","Antarctic krill nei single_stock","Antarctic krill nei","econOpt",1,"CS","illegal_fishing",2,NA
"71","Antarctic krill nei single_stock","Antarctic krill nei","close",1,"CS","illegal_fishing",2,17
"72","Antarctic krill nei single_stock","Antarctic krill nei","openA",1,"CS","illegal_fishing",2,NA
"73","Bastard halibut pacific_central_stock","Bastard halibut","SQ",1,"no_CS","illegal_fishing",2,NA
"74","Bastard halibut pacific_central_stock","Bastard halibut","FMSY",1,"no_CS","illegal_fishing",2,18
"75","Bastard halibut pacific_central_stock","Bastard halibut","minRec",1,"no_CS","illegal_fishing",2,6
"76","Bastard halibut pacific_central_stock","Bastard halibut","econOpt",1,"no_CS","illegal_fishing",2,7
"77","Bastard halibut pacific_central_stock","Bastard halibut","close",1,"no_CS","illegal_fishing",2,6
"78","Bastard halibut pacific_central_stock","Bastard halibut","openA",1,"no_CS","illegal_fishing",2,NA
"79","Bastard halibut pacific_central_stock","Bastard halibut","SQ",1,"CS","illegal_fishing",2,NA
"80","Bastard halibut pacific_central_stock","Bastard halibut","FMSY",1,"CS","illegal_fishing",2,18
"81","Bastard halibut pacific_central_stock","Bastard halibut","minRec",1,"CS","illegal_fishing",2,6
"82","Bastard halibut pacific_central_stock","Bastard halibut","econOpt",1,"CS","illegal_fishing",2,7
"83","Bastard halibut pacific_central_stock","Bastard halibut","close",1,"CS","illegal_fishing",2,6
"84","Bastard halibut pacific_central_stock","Bastard halibut","openA",1,"CS","illegal_fishing",2,NA
"85","Bastard halibut pacific_north_stock","Bastard halibut","SQ",1,"no_CS","illegal_fishing",2,NA
"86","Bastard halibut pacific_north_stock","Bastard halibut","FMSY",1,"no_CS","illegal_fishing",2,10
"87","Bastard halibut pacific_north_stock","Bastard halibut","minRec",1,"no_CS","illegal_fishing",2,4
"88","Bastard halibut pacific_north_stock","Bastard halibut","econOpt",1,"no_CS","illegal_fishing",2,4
"89","Bastard halibut pacific_north_stock","Bastard halibut","close",1,"no_CS","illegal_fishing",2,4
"90","Bastard halibut pacific_north_stock","Bastard halibut","openA",1,"no_CS","illegal_fishing",2,NA
"91","Bastard halibut pacific_north_stock","Bastard halibut","SQ",1,"CS","illegal_fishing",2,NA
"92","Bastard halibut pacific_north_stock","Bastard halibut","FMSY",1,"CS","illegal_fishing",2,10
"93","Bastard halibut pacific_north_stock","Bastard halibut","minRec",1,"CS","illegal_fishing",2,4
"94","Bastard halibut pacific_north_stock","Bastard halibut","econOpt",1,"CS","illegal_fishing",2,4
"95","Bastard halibut pacific_north_stock","Bastard halibut","close",1,"CS","illegal_fishing",2,4
"96","Bastard halibut pacific_north_stock","Bastard halibut","openA",1,"CS","illegal_fishing",2,NA
"97","Bastard halibut sea_of_japan_north_central_stock","Bastard halibut","SQ",1,"no_CS","illegal_fishing",2,NA
"98","Bastard halibut sea_of_japan_north_central_stock","Bastard halibut","FMSY",1,"no_CS","illegal_fishing",2,38
"99","Bastard halibut sea_of_japan_north_central_stock","Bastard halibut","minRec",1,"no_CS","illegal_fishing",2,13
"100","Bastard halibut sea_of_japan_north_central_stock","Bastard halibut","econOpt",1,"no_CS","illegal_fishing",2,14
"101","Bastard halibut sea_of_japan_north_central_stock","Bastard halibut","close",1,"no_CS","illegal_fishing",2,13
"102","Bastard halibut sea_of_japan_north_central_stock","Bastard halibut","openA",1,"no_CS","illegal_fishing",2,NA
"103","Bastard halibut sea_of_japan_north_central_stock","Bastard halibut","SQ",1,"CS","illegal_fishing",2,NA
"104","Bastard halibut sea_of_japan_north_central_stock","Bastard halibut","FMSY",1,"CS","illegal_fishing",2,38
"105","Bastard halibut sea_of_japan_north_central_stock","Bastard halibut","minRec",1,"CS","illegal_fishing",2,13
"106","Bastard halibut sea_of_japan_north_central_stock","Bastard halibut","econOpt",1,"CS","illegal_fishing",2,14
"107","Bastard halibut sea_of_japan_north_central_stock","Bastard halibut","close",1,"CS","illegal_fishing",2,13
"108","Bastard halibut sea_of_japan_north_central_stock","Bastard halibut","openA",1,"CS","illegal_fishing",2,NA
"109","Bastard halibut sea_of_japan_west_east_china_sea_stock","Bastard halibut","SQ",1,"no_CS","illegal_fishing",2,NA
"110","Bastard halibut sea_of_japan_west_east_china_sea_stock","Bastard halibut","FMSY",1,"no_CS","illegal_fishing",2,41
"111","Bastard halibut sea_of_japan_west_east_china_sea_stock","Bastard halibut","minRec",1,"no_CS","illegal_fishing",2,15
"112","Bastard halibut sea_of_japan_west_east_china_sea_stock","Bastard halibut","econOpt",1,"no_CS","illegal_fishing",2,16
"113","Bastard halibut sea_of_japan_west_east_china_sea_stock","Bastard halibut","close",1,"no_CS","illegal_fishing",2,15
"114","Bastard halibut sea_of_japan_west_east_china_sea_stock","Bastard halibut","openA",1,"no_CS","illegal_fishing",2,NA
"115","Bastard halibut sea_of_japan_west_east_china_sea_stock","Bastard halibut","SQ",1,"CS","illegal_fishing",2,NA
"116","Bastard halibut sea_of_japan_west_east_china_sea_stock","Bastard halibut","FMSY",1,"CS","illegal_fishing",2,41
"117","Bastard halibut sea_of_japan_west_east_china_sea_stock","Bastard halibut","minRec",1,"CS","illegal_fishing",2,15
"118","Bastard halibut sea_of_japan_west_east_china_sea_stock","Bastard halibut","econOpt",1,"CS","illegal_fishing",2,16
"119","Bastard halibut sea_of_japan_west_east_china_sea_stock","Bastard halibut","close",1,"CS","illegal_fishing",2,15
"120","Bastard halibut sea_of_japan_west_east_china_sea_stock","Bastard halibut","openA",1,"CS","illegal_fishing",2,NA
"121","Bastard halibut seto_inland_sea_stock","Bastard halibut","SQ",1,"no_CS","illegal_fishing",2,NA
"122","Bastard halibut seto_inland_sea_stock","Bastard halibut","FMSY",1,"no_CS","illegal_fishing",2,28
"123","Bastard halibut seto_inland_sea_stock","Bastard halibut","minRec",1,"no_CS","illegal_fishing",2,9
"124","Bastard halibut seto_inland_sea_stock","Bastard halibut","econOpt",1,"no_CS","illegal_fishing",2,10
"125","Bastard halibut seto_inland_sea_stock","Bastard halibut","close",1,"no_CS","illegal_fishing",2,9
"126","Bastard halibut seto_inland_sea_stock","Bastard halibut","openA",1,"no_CS","illegal_fishing",2,NA
"127","Bastard halibut seto_inland_sea_stock","Bastard halibut","SQ",1,"CS","illegal_fishing",2,NA
"128","Bastard halibut seto_inland_sea_stock","Bastard halibut","FMSY",1,"CS","illegal_fishing",2,28
"129","Bastard halibut seto_inland_sea_stock","Bastard halibut","minRec",1,"CS","illegal_fishing",2,9
"130","Bastard halibut seto_inland_sea_stock","Bastard halibut","econOpt",1,"CS","illegal_fishing",2,10
"131","Bastard halibut seto_inland_sea_stock","Bastard halibut","close",1,"CS","illegal_fishing",2,9
"132","Bastard halibut seto_inland_sea_stock","Bastard halibut","openA",1,"CS","illegal_fishing",2,NA
"133","Bigeye tuna single_stock","Bigeye tuna","SQ",1,"no_CS","illegal_fishing",2,1
"134","Bigeye tuna single_stock","Bigeye tuna","FMSY",1,"no_CS","illegal_fishing",2,1
"135","Bigeye tuna single_stock","Bigeye tuna","minRec",1,"no_CS","illegal_fishing",2,1
"136","Bigeye tuna single_stock","Bigeye tuna","econOpt",1,"no_CS","illegal_fishing",2,1
"137","Bigeye tuna single_stock","Bigeye tuna","close",1,"no_CS","illegal_fishing",2,1
"138","Bigeye tuna single_stock","Bigeye tuna","openA",1,"no_CS","illegal_fishing",2,NA
"139","Bigeye tuna single_stock","Bigeye tuna","SQ",1,"CS","illegal_fishing",2,1
"140","Bigeye tuna single_stock","Bigeye tuna","FMSY",1,"CS","illegal_fishing",2,1
"141","Bigeye tuna single_stock","Bigeye tuna","minRec",1,"CS","illegal_fishing",2,1
"142","Bigeye tuna single_stock","Bigeye tuna","econOpt",1,"CS","illegal_fishing",2,1
"143","Bigeye tuna single_stock","Bigeye tuna","close",1,"CS","illegal_fishing",2,1
"144","Bigeye tuna single_stock","Bigeye tuna","openA",1,"CS","illegal_fishing",2,NA
"145","Blackhead seabream single_stock","Blackhead seabream","SQ",1,"no_CS","illegal_fishing",2,NA
"146","Blackhead seabream single_stock","Blackhead seabream","FMSY",1,"no_CS","illegal_fishing",2,2
"147","Blackhead seabream single_stock","Blackhead seabream","minRec",1,"no_CS","illegal_fishing",2,2
"148","Blackhead seabream single_stock","Blackhead seabream","econOpt",1,"no_CS","illegal_fishing",2,2
"149","Blackhead seabream single_stock","Blackhead seabream","close",1,"no_CS","illegal_fishing",2,2
"150","Blackhead seabream single_stock","Blackhead seabream","openA",1,"no_CS","illegal_fishing",2,NA
"151","Blackhead seabream single_stock","Blackhead seabream","SQ",1,"CS","illegal_fishing",2,NA
"152","Blackhead seabream single_stock","Blackhead seabream","FMSY",1,"CS","illegal_fishing",2,2
"153","Blackhead seabream single_stock","Blackhead seabream","minRec",1,"CS","illegal_fishing",2,2
"154","Blackhead seabream single_stock","Blackhead seabream","econOpt",1,"CS","illegal_fishing",2,2
"155","Blackhead seabream single_stock","Blackhead seabream","close",1,"CS","illegal_fishing",2,2
"156","Blackhead seabream single_stock","Blackhead seabream","openA",1,"CS","illegal_fishing",2,NA
"157","Blackhead seabream, Goldlined seabream single_stock","Blackhead seabream, Goldlined seabream","SQ",1,"no_CS","illegal_fishing",2,NA
"158","Blackhead seabream, Goldlined seabream single_stock","Blackhead seabream, Goldlined seabream","FMSY",1,"no_CS","illegal_fishing",2,2
"159","Blackhead seabream, Goldlined seabream single_stock","Blackhead seabream, Goldlined seabream","minRec",1,"no_CS","illegal_fishing",2,2
"160","Blackhead seabream, Goldlined seabream single_stock","Blackhead seabream, Goldlined seabream","econOpt",1,"no_CS","illegal_fishing",2,2
"161","Blackhead seabream, Goldlined seabream single_stock","Blackhead seabream, Goldlined seabream","close",1,"no_CS","illegal_fishing",2,2
"162","Blackhead seabream, Goldlined seabream single_stock","Blackhead seabream, Goldlined seabream","openA",1,"no_CS","illegal_fishing",2,NA
"163","Blackhead seabream, Goldlined seabream single_stock","Blackhead seabream, Goldlined seabream","SQ",1,"CS","illegal_fishing",2,NA
"164","Blackhead seabream, Goldlined seabream single_stock","Blackhead seabream, Goldlined seabream","FMSY",1,"CS","illegal_fishing",2,2
"165","Blackhead seabream, Goldlined seabream single_stock","Blackhead seabream, Goldlined seabream","minRec",1,"CS","illegal_fishing",2,2
"166","Blackhead seabream, Goldlined seabream single_stock","Blackhead seabream, Goldlined seabream","econOpt",1,"CS","illegal_fishing",2,2
"167","Blackhead seabream, Goldlined seabream single_stock","Blackhead seabream, Goldlined seabream","close",1,"CS","illegal_fishing",2,2
"168","Blackhead seabream, Goldlined seabream single_stock","Blackhead seabream, Goldlined seabream","openA",1,"CS","illegal_fishing",2,NA
"169","Blue marlin single_stock","Blue marlin","SQ",1,"no_CS","illegal_fishing",2,33
"170","Blue marlin single_stock","Blue marlin","FMSY",1,"no_CS","illegal_fishing",2,45
"171","Blue marlin single_stock","Blue marlin","minRec",1,"no_CS","illegal_fishing",2,20
"172","Blue marlin single_stock","Blue marlin","econOpt",1,"no_CS","illegal_fishing",2,24
"173","Blue marlin single_stock","Blue marlin","close",1,"no_CS","illegal_fishing",2,20
"174","Blue marlin single_stock","Blue marlin","openA",1,"no_CS","illegal_fishing",2,NA
"175","Blue marlin single_stock","Blue marlin","SQ",1,"CS","illegal_fishing",2,33
"176","Blue marlin single_stock","Blue marlin","FMSY",1,"CS","illegal_fishing",2,45
"177","Blue marlin single_stock","Blue marlin","minRec",1,"CS","illegal_fishing",2,20
"178","Blue marlin single_stock","Blue marlin","econOpt",1,"CS","illegal_fishing",2,24
"179","Blue marlin single_stock","Blue marlin","close",1,"CS","illegal_fishing",2,20
"180","Blue marlin single_stock","Blue marlin","openA",1,"CS","illegal_fishing",2,NA
"181","Broadbanded thornyhead hokkaido_east_hokkaido_south","Broadbanded thornyhead","SQ",1,"no_CS","illegal_fishing",2,1
"182","Broadbanded thornyhead hokkaido_east_hokkaido_south","Broadbanded thornyhead","FMSY",1,"no_CS","illegal_fishing",2,1
"183","Broadbanded thornyhead hokkaido_east_hokkaido_south","Broadbanded thornyhead","minRec",1,"no_CS","illegal_fishing",2,1
"184","Broadbanded thornyhead hokkaido_east_hokkaido_south","Broadbanded thornyhead","econOpt",1,"no_CS","illegal_fishing",2,1
"185","Broadbanded thornyhead hokkaido_east_hokkaido_south","Broadbanded thornyhead","close",1,"no_CS","illegal_fishing",2,1
"186","Broadbanded thornyhead hokkaido_east_hokkaido_south","Broadbanded thornyhead","openA",1,"no_CS","illegal_fishing",2,NA
"187","Broadbanded thornyhead hokkaido_east_hokkaido_south","Broadbanded thornyhead","SQ",1,"CS","illegal_fishing",2,1
"188","Broadbanded thornyhead hokkaido_east_hokkaido_south","Broadbanded thornyhead","FMSY",1,"CS","illegal_fishing",2,1
"189","Broadbanded thornyhead hokkaido_east_hokkaido_south","Broadbanded thornyhead","minRec",1,"CS","illegal_fishing",2,1
"190","Broadbanded thornyhead hokkaido_east_hokkaido_south","Broadbanded thornyhead","econOpt",1,"CS","illegal_fishing",2,1
"191","Broadbanded thornyhead hokkaido_east_hokkaido_south","Broadbanded thornyhead","close",1,"CS","illegal_fishing",2,1
"192","Broadbanded thornyhead hokkaido_east_hokkaido_south","Broadbanded thornyhead","openA",1,"CS","illegal_fishing",2,NA
"193","Broadbanded thornyhead pacific_north","Broadbanded thornyhead","SQ",1,"no_CS","illegal_fishing",2,4
"194","Broadbanded thornyhead pacific_north","Broadbanded thornyhead","FMSY",1,"no_CS","illegal_fishing",2,9
"195","Broadbanded thornyhead pacific_north","Broadbanded thornyhead","minRec",1,"no_CS","illegal_fishing",2,4
"196","Broadbanded thornyhead pacific_north","Broadbanded thornyhead","econOpt",1,"no_CS","illegal_fishing",2,4
"197","Broadbanded thornyhead pacific_north","Broadbanded thornyhead","close",1,"no_CS","illegal_fishing",2,4
"198","Broadbanded thornyhead pacific_north","Broadbanded thornyhead","openA",1,"no_CS","illegal_fishing",2,NA
"199","Broadbanded thornyhead pacific_north","Broadbanded thornyhead","SQ",1,"CS","illegal_fishing",2,4
"200","Broadbanded thornyhead pacific_north","Broadbanded thornyhead","FMSY",1,"CS","illegal_fishing",2,9
"201","Broadbanded thornyhead pacific_north","Broadbanded thornyhead","minRec",1,"CS","illegal_fishing",2,4
"202","Broadbanded thornyhead pacific_north","Broadbanded thornyhead","econOpt",1,"CS","illegal_fishing",2,4
"203","Broadbanded thornyhead pacific_north","Broadbanded thornyhead","close",1,"CS","illegal_fishing",2,4
"204","Broadbanded thornyhead pacific_north","Broadbanded thornyhead","openA",1,"CS","illegal_fishing",2,NA
"205","Conger eels nei single_stock","Conger eels nei","SQ",1,"no_CS","illegal_fishing",2,1
"206","Conger eels nei single_stock","Conger eels nei","FMSY",1,"no_CS","illegal_fishing",2,50
"207","Conger eels nei single_stock","Conger eels nei","minRec",1,"no_CS","illegal_fishing",2,50
"208","Conger eels nei single_stock","Conger eels nei","econOpt",1,"no_CS","illegal_fishing",2,1
"209","Conger eels nei single_stock","Conger eels nei","close",1,"no_CS","illegal_fishing",2,1
"210","Conger eels nei single_stock","Conger eels nei","openA",1,"no_CS","illegal_fishing",2,NA
"211","Conger eels nei single_stock","Conger eels nei","SQ",1,"CS","illegal_fishing",2,1
"212","Conger eels nei single_stock","Conger eels nei","FMSY",1,"CS","illegal_fishing",2,50
"213","Conger eels nei single_stock","Conger eels nei","minRec",1,"CS","illegal_fishing",2,50
"214","Conger eels nei single_stock","Conger eels nei","econOpt",1,"CS","illegal_fishing",2,1
"215","Conger eels nei single_stock","Conger eels nei","close",1,"CS","illegal_fishing",2,1
"216","Conger eels nei single_stock","Conger eels nei","openA",1,"CS","illegal_fishing",2,NA
"217","Crison seabream, Yellowback seabream single_stock","Crison seabream, Yellowback seabream","SQ",1,"no_CS","illegal_fishing",2,NA
"218","Crison seabream, Yellowback seabream single_stock","Crison seabream, Yellowback seabream","FMSY",1,"no_CS","illegal_fishing",2,50
"219","Crison seabream, Yellowback seabream single_stock","Crison seabream, Yellowback seabream","minRec",1,"no_CS","illegal_fishing",2,50
"220","Crison seabream, Yellowback seabream single_stock","Crison seabream, Yellowback seabream","econOpt",1,"no_CS","illegal_fishing",2,2
"221","Crison seabream, Yellowback seabream single_stock","Crison seabream, Yellowback seabream","close",1,"no_CS","illegal_fishing",2,2
"222","Crison seabream, Yellowback seabream single_stock","Crison seabream, Yellowback seabream","openA",1,"no_CS","illegal_fishing",2,NA
"223","Crison seabream, Yellowback seabream single_stock","Crison seabream, Yellowback seabream","SQ",1,"CS","illegal_fishing",2,NA
"224","Crison seabream, Yellowback seabream single_stock","Crison seabream, Yellowback seabream","FMSY",1,"CS","illegal_fishing",2,50
"225","Crison seabream, Yellowback seabream single_stock","Crison seabream, Yellowback seabream","minRec",1,"CS","illegal_fishing",2,50
"226","Crison seabream, Yellowback seabream single_stock","Crison seabream, Yellowback seabream","econOpt",1,"CS","illegal_fishing",2,2
"227","Crison seabream, Yellowback seabream single_stock","Crison seabream, Yellowback seabream","close",1,"CS","illegal_fishing",2,2
"228","Crison seabream, Yellowback seabream single_stock","Crison seabream, Yellowback seabream","openA",1,"CS","illegal_fishing",2,NA
"229","Cuttlefishes nei single_stock","Cuttlefishes nei","SQ",1,"no_CS","illegal_fishing",2,1
"230","Cuttlefishes nei single_stock","Cuttlefishes nei","FMSY",1,"no_CS","illegal_fishing",2,50
"231","Cuttlefishes nei single_stock","Cuttlefishes nei","minRec",1,"no_CS","illegal_fishing",2,50
"232","Cuttlefishes nei single_stock","Cuttlefishes nei","econOpt",1,"no_CS","illegal_fishing",2,50
"233","Cuttlefishes nei single_stock","Cuttlefishes nei","close",1,"no_CS","illegal_fishing",2,1
"234","Cuttlefishes nei single_stock","Cuttlefishes nei","openA",1,"no_CS","illegal_fishing",2,NA
"235","Cuttlefishes nei single_stock","Cuttlefishes nei","SQ",1,"CS","illegal_fishing",2,1
"236","Cuttlefishes nei single_stock","Cuttlefishes nei","FMSY",1,"CS","illegal_fishing",2,50
"237","Cuttlefishes nei single_stock","Cuttlefishes nei","minRec",1,"CS","illegal_fishing",2,50
"238","Cuttlefishes nei single_stock","Cuttlefishes nei","econOpt",1,"CS","illegal_fishing",2,50
"239","Cuttlefishes nei single_stock","Cuttlefishes nei","close",1,"CS","illegal_fishing",2,1
"240","Cuttlefishes nei single_stock","Cuttlefishes nei","openA",1,"CS","illegal_fishing",2,NA
"241","Daggertooth pike conger single_stock","Daggertooth pike conger","SQ",1,"no_CS","illegal_fishing",2,2
"242","Daggertooth pike conger single_stock","Daggertooth pike conger","FMSY",1,"no_CS","illegal_fishing",2,2
"243","Daggertooth pike conger single_stock","Daggertooth pike conger","minRec",1,"no_CS","illegal_fishing",2,2
"244","Daggertooth pike conger single_stock","Daggertooth pike conger","econOpt",1,"no_CS","illegal_fishing",2,2
"245","Daggertooth pike conger single_stock","Daggertooth pike conger","close",1,"no_CS","illegal_fishing",2,2
"246","Daggertooth pike conger single_stock","Daggertooth pike conger","openA",1,"no_CS","illegal_fishing",2,NA
"247","Daggertooth pike conger single_stock","Daggertooth pike conger","SQ",1,"CS","illegal_fishing",2,2
"248","Daggertooth pike conger single_stock","Daggertooth pike conger","FMSY",1,"CS","illegal_fishing",2,2
"249","Daggertooth pike conger single_stock","Daggertooth pike conger","minRec",1,"CS","illegal_fishing",2,2
"250","Daggertooth pike conger single_stock","Daggertooth pike conger","econOpt",1,"CS","illegal_fishing",2,2
"251","Daggertooth pike conger single_stock","Daggertooth pike conger","close",1,"CS","illegal_fishing",2,2
"252","Daggertooth pike conger single_stock","Daggertooth pike conger","openA",1,"CS","illegal_fishing",2,NA
"253","Dolphinfishes nei single_stock","Dolphinfishes nei","SQ",1,"no_CS","illegal_fishing",2,NA
"254","Dolphinfishes nei single_stock","Dolphinfishes nei","FMSY",1,"no_CS","illegal_fishing",2,42
"255","Dolphinfishes nei single_stock","Dolphinfishes nei","minRec",1,"no_CS","illegal_fishing",2,14
"256","Dolphinfishes nei single_stock","Dolphinfishes nei","econOpt",1,"no_CS","illegal_fishing",2,16
"257","Dolphinfishes nei single_stock","Dolphinfishes nei","close",1,"no_CS","illegal_fishing",2,14
"258","Dolphinfishes nei single_stock","Dolphinfishes nei","openA",1,"no_CS","illegal_fishing",2,NA
