"","EngName","year","stock","production_val_millionJPY","production_vol_t","ave_price_perKg"
"2906","Mackerels nei",2011,"pacific_stock",21109,247733,216.534658289869
"2907","Mackerels nei",2011,"tsushima_current_stock",16800,144777,220.643193495018
"2908","Mackerels nei",2012,"pacific_stock",21197,284222,159.406907404597
"2909","Mackerels nei",2012,"tsushima_current_stock",14837,140150,248.840743558104
"2910","Mackerels nei",2013,"pacific_stock",26746,263957,178.553111302085
"2911","Mackerels nei",2013,"tsushima_current_stock",11893,96256,200.432387678042
"2912","Mackerels nei",2014,"pacific_stock",33429,366609,164.738643756574
"2913","Mackerels nei",2014,"tsushima_current_stock",14701,119109,234.444664923005
"2914","Mackerels nei",2015,"pacific_stock",35093.25,418205,178.788226372009
"2915","Mackerels nei",2015,"tsushima_current_stock",14312,139025,151.505760411005
"2916","marine_mammals",1962,"single_stock",NA,1723.25,NA
"2917","marine_mammals",1963,"single_stock",NA,1900.75,NA
"2918","marine_mammals",1964,"single_stock",NA,1205,NA
"2919","marine_mammals",1965,"single_stock",NA,2278,NA
"2920","marine_mammals",1966,"single_stock",NA,2373,NA
"2921","marine_mammals",1967,"single_stock",NA,1031.75,NA
"2922","marine_mammals",1968,"single_stock",NA,1288,NA
"2923","marine_mammals",1969,"single_stock",NA,1026,NA
"2924","marine_mammals",1970,"single_stock",NA,1512,NA
"2925","marine_mammals",1971,"single_stock",NA,937,NA
"2926","marine_mammals",1972,"single_stock",NA,1680,NA
"2927","marine_mammals",1973,"single_stock",NA,1714,NA
"2928","marine_mammals",1974,"single_stock",NA,2066,NA
"2929","marine_mammals",1975,"single_stock",NA,1522,NA
"2930","marine_mammals",1976,"single_stock",NA,1768,NA
"2931","marine_mammals",1977,"single_stock",NA,1429,NA
"2932","marine_mammals",1978,"single_stock",NA,1898,NA
"2933","marine_mammals",1979,"single_stock",NA,1061.75,NA
"2934","marine_mammals",1980,"single_stock",NA,1282.25,NA
"2935","marine_mammals",1981,"single_stock",NA,1473.75,NA
"2936","marine_mammals",1982,"single_stock",NA,1495,NA
"2937","marine_mammals",1983,"single_stock",NA,2126.5,NA
"2938","marine_mammals",1984,"single_stock",NA,2034.75,NA
"2939","marine_mammals",1985,"single_stock",NA,2038.75,NA
"2940","marine_mammals",1986,"single_stock",NA,1504,NA
"2941","marine_mammals",1987,"single_stock",NA,3056,NA
"2942","marine_mammals",1988,"single_stock",NA,3736,NA
"2943","marine_mammals",1989,"single_stock",NA,3114,NA
"2944","marine_mammals",1990,"single_stock",NA,2093,NA
"2945","marine_mammals",1991,"single_stock",NA,1635,NA
"2946","marine_mammals",1992,"single_stock",NA,1261,NA
"2947","marine_mammals",1993,"single_stock",NA,1522,NA
"2948","marine_mammals",1994,"single_stock",NA,1605,NA
"2949","marine_mammals",1995,"single_stock",NA,1260.5,NA
"2950","marine_mammals",1996,"single_stock",NA,1748.25,NA
"2951","marine_mammals",1997,"single_stock",NA,1884,NA
"2952","marine_mammals",1998,"single_stock",NA,1241,NA
"2953","marine_mammals",1999,"single_stock",NA,1705,NA
"2954","marine_mammals",2000,"single_stock",NA,1767,NA
"2955","marine_mammals",2001,"single_stock",NA,1874.25,NA
"2956","marine_mammals",2002,"single_stock",NA,1998,NA
"2957","marine_mammals",2003,"single_stock",849,1801,1883.67713336882
"2958","marine_mammals",2004,"single_stock",1086.25,2041.25,1733.60931063416
"2959","marine_mammals",2005,"single_stock",792.5,1656.25,1270.21750327017
"2960","marine_mammals",2006,"single_stock",755,1598,1279.06288512226
"2961","marine_mammals",2007,"single_stock",832.5,1572.75,1367.92907994846
"2962","marine_mammals",2008,"single_stock",567.5,1156.25,1121.8654846582
"2963","marine_mammals",2009,"single_stock",536.25,1397,1246.22874055189
"2964","marine_mammals",2010,"single_stock",489.25,932.25,1004.02683569115
"2965","marine_mammals",2011,"single_stock",382.25,561.25,2294.4982697955
"2966","marine_mammals",2012,"single_stock",330,480,1154.86915788272
"2967","marine_mammals",2013,"single_stock",462.25,602.25,1043.92351865473
"2968","marine_mammals",2014,"single_stock",666,600,1173.96670988109
"2969","marine_mammals",2015,"single_stock",664.25,362,1736.39266092911
"2970","Neon flying squid",1990,"single_stock",NA,154942,NA
"2971","Neon flying squid",1991,"single_stock",NA,90802,NA
"2972","Neon flying squid",1992,"single_stock",NA,79468,NA
"2973","Neon flying squid",1993,"single_stock",NA,60362,NA
"2974","Neon flying squid",1994,"single_stock",NA,113443,NA
"2975","Neon flying squid",1995,"single_stock",NA,83563.25,NA
"2976","Neon flying squid",1996,"single_stock",NA,56505.5,NA
"2977","Neon flying squid",1997,"single_stock",NA,63091.5,NA
"2978","Neon flying squid",1998,"single_stock",NA,54952.25,NA
"2979","Neon flying squid",1999,"single_stock",NA,36468.5,NA
"2980","Neon flying squid",2000,"single_stock",NA,106746.25,NA
"2981","Neon flying squid",2001,"single_stock",NA,96182.25,NA
"2982","Neon flying squid",2002,"single_stock",NA,74891.25,NA
"2983","Neon flying squid",2003,"single_stock",5626.75,45496.5,307.065387584216
"2984","Neon flying squid",2004,"single_stock",7362.75,52606.5,474.084073232077
"2985","Neon flying squid",2005,"single_stock",6160.25,46506,504.845354605574
"2986","Neon flying squid",2006,"single_stock",4826.25,37830.5,325.434849903627
"2987","Neon flying squid",2007,"single_stock",3829.75,21933.25,389.552431334641
"2988","Neon flying squid",2008,"single_stock",3989.25,23876.25,261.672178659057
"2989","Neon flying squid",2009,"single_stock",4266,26909.5,363.166801949978
"2990","Neon flying squid",2010,"single_stock",2783,15859.5,343.286699896433
"2991","Neon flying squid",2011,"single_stock",3453.25,14289,492.913178451062
"2992","Neon flying squid",2012,"single_stock",737.25,3348,525.286089604449
"2993","Neon flying squid",2013,"single_stock",1422.75,3606.75,522.611061685002
"2994","Neon flying squid",2014,"single_stock",1075.75,3275.5,411.218972097316
"2995","Neon flying squid",2015,"single_stock",871.5,2925,596.283832318124
"2996","Octopuses nei",1962,"single_stock",NA,61831,NA
"2997","Octopuses nei",1963,"single_stock",NA,56878.25,NA
"2998","Octopuses nei",1964,"single_stock",NA,64701.25,NA
"2999","Octopuses nei",1965,"single_stock",NA,78057,NA
"3000","Octopuses nei",1966,"single_stock",NA,65553,NA
"3001","Octopuses nei",1967,"single_stock",NA,98133,NA
"3002","Octopuses nei",1968,"single_stock",NA,102716,NA
"3003","Octopuses nei",1969,"single_stock",NA,92418,NA
"3004","Octopuses nei",1970,"single_stock",NA,96127,NA
"3005","Octopuses nei",1971,"single_stock",NA,85507,NA
"3006","Octopuses nei",1972,"single_stock",NA,66857,NA
"3007","Octopuses nei",1973,"single_stock",NA,62278,NA
"3008","Octopuses nei",1974,"single_stock",NA,76731,NA
"3009","Octopuses nei",1975,"single_stock",NA,73962,NA
"3010","Octopuses nei",1976,"single_stock",NA,66873,NA
"3011","Octopuses nei",1977,"single_stock",NA,67913,NA
"3012","Octopuses nei",1978,"single_stock",NA,65440,NA
"3013","Octopuses nei",1979,"single_stock",NA,51987,NA
"3014","Octopuses nei",1980,"single_stock",NA,46107,NA
"3015","Octopuses nei",1981,"single_stock",NA,52238,NA
"3016","Octopuses nei",1982,"single_stock",NA,43204,NA
"3017","Octopuses nei",1983,"single_stock",NA,41648,NA
"3018","Octopuses nei",1984,"single_stock",NA,42973,NA
"3019","Octopuses nei",1985,"single_stock",NA,40205,NA
"3020","Octopuses nei",1986,"single_stock",NA,47000,NA
"3021","Octopuses nei",1987,"single_stock",NA,49976,NA
"3022","Octopuses nei",1988,"single_stock",NA,47855,NA
"3023","Octopuses nei",1989,"single_stock",NA,49302.25,NA
"3024","Octopuses nei",1990,"single_stock",NA,54757,NA
"3025","Octopuses nei",1991,"single_stock",NA,50603,NA
"3026","Octopuses nei",1992,"single_stock",NA,49085,NA
"3027","Octopuses nei",1993,"single_stock",NA,51288,NA
"3028","Octopuses nei",1994,"single_stock",NA,51459,NA
"3029","Octopuses nei",1995,"single_stock",NA,51872.25,NA
"3030","Octopuses nei",1996,"single_stock",NA,50586.25,NA
"3031","Octopuses nei",1997,"single_stock",NA,56594.25,NA
"3032","Octopuses nei",1998,"single_stock",NA,61260.25,NA
"3033","Octopuses nei",1999,"single_stock",NA,57427.25,NA
"3034","Octopuses nei",2000,"single_stock",NA,47371.25,NA
"3035","Octopuses nei",2001,"single_stock",NA,45201.25,NA
"3036","Octopuses nei",2002,"single_stock",NA,57485,NA
"3037","Octopuses nei",2003,"single_stock",26031,61093,594.48559884869
"3038","Octopuses nei",2004,"single_stock",25567,54655,621.438908419657
"3039","Octopuses nei",2005,"single_stock",28195.25,55308.25,661.989707048356
"3040","Octopuses nei",2006,"single_stock",28340.25,50779.25,765.223891907383
"3041","Octopuses nei",2007,"single_stock",30114.25,52564.25,674.00334885741
"3042","Octopuses nei",2008,"single_stock",28139.25,48820.25,690.159127252436
"3043","Octopuses nei",2009,"single_stock",21513.25,45724.25,611.982811493117
"3044","Octopuses nei",2010,"single_stock",18985.25,41666.25,650.950323929591
"3045","Octopuses nei",2011,"single_stock",20443.25,35185.25,682.517439391159
"3046","Octopuses nei",2012,"single_stock",21970.25,33641.25,743.772507744449
"3047","Octopuses nei",2013,"single_stock",20230.25,33701.25,732.842347678089
"3048","Octopuses nei",2014,"single_stock",20963.25,34575.25,707.981268261906
"3049","Octopuses nei",2015,"single_stock",19260.25,32438.25,775.06751573381
"3050","Okhotsk atka mackerel",1962,"hokkaido_north",NA,122212.25,NA
"3051","Okhotsk atka mackerel",1963,"hokkaido_north",NA,150388.5,NA
"3052","Okhotsk atka mackerel",1964,"hokkaido_north",NA,204501.25,NA
"3053","Okhotsk atka mackerel",1965,"hokkaido_north",NA,107290.25,NA
"3054","Okhotsk atka mackerel",1966,"hokkaido_north",NA,106016.25,NA
"3055","Okhotsk atka mackerel",1967,"hokkaido_north",NA,81912.25,NA
"3056","Okhotsk atka mackerel",1968,"hokkaido_north",NA,86856,NA
"3057","Okhotsk atka mackerel",1969,"hokkaido_north",NA,102581,NA
"3058","Okhotsk atka mackerel",1970,"hokkaido_north",NA,146516,NA
"3059","Okhotsk atka mackerel",1971,"hokkaido_north",NA,147209,NA
"3060","Okhotsk atka mackerel",1972,"hokkaido_north",NA,180552,NA
"3061","Okhotsk atka mackerel",1973,"hokkaido_north",NA,114986,NA
"3062","Okhotsk atka mackerel",1974,"hokkaido_north",NA,143500,NA
"3063","Okhotsk atka mackerel",1975,"hokkaido_north",NA,114706,NA
"3064","Okhotsk atka mackerel",1976,"hokkaido_north",NA,229194,NA
"3065","Okhotsk atka mackerel",1977,"hokkaido_north",NA,234812,NA
"3066","Okhotsk atka mackerel",1978,"hokkaido_north",NA,134760,NA
"3067","Okhotsk atka mackerel",1979,"hokkaido_north",NA,118888,NA
"3068","Okhotsk atka mackerel",1980,"hokkaido_north",NA,117352.5,NA
"3069","Okhotsk atka mackerel",1981,"hokkaido_north",NA,122839.5,NA
"3070","Okhotsk atka mackerel",1982,"hokkaido_north",NA,102883.5,NA
"3071","Okhotsk atka mackerel",1983,"hokkaido_north",NA,55531.5,NA
"3072","Okhotsk atka mackerel",1984,"hokkaido_north",NA,65650.25,NA
"3073","Okhotsk atka mackerel",1985,"hokkaido_north",NA,66384.5,NA
"3074","Okhotsk atka mackerel",1986,"hokkaido_north",NA,89040,NA
"3075","Okhotsk atka mackerel",1987,"hokkaido_north",NA,99378,NA
"3076","Okhotsk atka mackerel",1988,"hokkaido_north",NA,104160.75,NA
"3077","Okhotsk atka mackerel",1989,"hokkaido_north",NA,114945.5,NA
"3078","Okhotsk atka mackerel",1990,"hokkaido_north",NA,133605,NA
"3079","Okhotsk atka mackerel",1991,"hokkaido_north",NA,130385,NA
"3080","Okhotsk atka mackerel",1992,"hokkaido_north",NA,97564,NA
"3081","Okhotsk atka mackerel",1993,"hokkaido_north",NA,135529,NA
"3082","Okhotsk atka mackerel",1994,"hokkaido_north",NA,152503,NA
"3083","Okhotsk atka mackerel",1995,"hokkaido_north",NA,176602.75,NA
"3084","Okhotsk atka mackerel",1996,"hokkaido_north",NA,181514.25,NA
"3085","Okhotsk atka mackerel",1997,"hokkaido_north",NA,206764.25,NA
"3086","Okhotsk atka mackerel",1998,"hokkaido_north",NA,240972.75,NA
"3087","Okhotsk atka mackerel",1999,"hokkaido_north",NA,169481.25,NA
"3088","Okhotsk atka mackerel",2000,"hokkaido_north",NA,165118.25,NA
"3089","Okhotsk atka mackerel",2001,"hokkaido_north",NA,161161.25,NA
"3090","Okhotsk atka mackerel",2002,"hokkaido_north",NA,154735.75,NA
"3091","Okhotsk atka mackerel",2003,"hokkaido_north",6094.5,167989,317.029515789121
"3092","Okhotsk atka mackerel",2004,"hokkaido_north",6892.75,175545.5,426.946360665936
"3093","Okhotsk atka mackerel",2005,"hokkaido_north",7639.75,140451.75,479.198167919345
"3094","Okhotsk atka mackerel",2006,"hokkaido_north",7114.75,116390.5,263.701948763432
"3095","Okhotsk atka mackerel",2007,"hokkaido_north",7659.25,139155.75,336.142714218157
"3096","Okhotsk atka mackerel",2008,"hokkaido_north",11114.75,169806.25,202.325723609455
"3097","Okhotsk atka mackerel",2009,"hokkaido_north",6568.75,119328.25,404.90640530123
"3098","Okhotsk atka mackerel",2010,"hokkaido_north",6883.5,84500.25,425.866568856553
"3099","Okhotsk atka mackerel",2011,"hokkaido_north",5256.75,62585.5,502.492635849615
"3100","Okhotsk atka mackerel",2012,"hokkaido_north",5823.5,68764.75,368.535605825875
"3101","Okhotsk atka mackerel",2013,"hokkaido_north",5300,52717.75,417.828474001344
"3102","Okhotsk atka mackerel",2014,"hokkaido_north",5530.75,28446.75,517.374049089698
"3103","Okhotsk atka mackerel",2015,"hokkaido_north",4647.75,17113.5,519.563639898364
"3104","Pacific bluefin tuna",1962,"single_stock",NA,42912,NA
"3105","Pacific bluefin tuna",1963,"single_stock",NA,55198.5,NA
"3106","Pacific bluefin tuna",1964,"single_stock",NA,59202.25,NA
"3107","Pacific bluefin tuna",1965,"single_stock",NA,55906.25,NA
"3108","Pacific bluefin tuna",1966,"single_stock",NA,45180,NA
"3109","Pacific bluefin tuna",1967,"single_stock",NA,54656,NA
"3110","Pacific bluefin tuna",1968,"single_stock",NA,56507,NA
"3111","Pacific bluefin tuna",1969,"single_stock",NA,52982,NA
"3112","Pacific bluefin tuna",1970,"single_stock",NA,43899,NA
"3113","Pacific bluefin tuna",1971,"single_stock",NA,48260,NA
"3114","Pacific bluefin tuna",1972,"single_stock",NA,46311,NA
"3115","Pacific bluefin tuna",1973,"single_stock",NA,48048,NA
"3116","Pacific bluefin tuna",1974,"single_stock",NA,50460,NA
"3117","Pacific bluefin tuna",1975,"single_stock",NA,40716,NA
"3118","Pacific bluefin tuna",1976,"single_stock",NA,41805,NA
"3119","Pacific bluefin tuna",1977,"single_stock",NA,51900,NA
"3120","Pacific bluefin tuna",1978,"single_stock",NA,46552,NA
"3121","Pacific bluefin tuna",1979,"single_stock",NA,44239,NA
"3122","Pacific bluefin tuna",1980,"single_stock",NA,49493.25,NA
"3123","Pacific bluefin tuna",1981,"single_stock",NA,58486,NA
"3124","Pacific bluefin tuna",1982,"single_stock",NA,44209.25,NA
"3125","Pacific bluefin tuna",1983,"single_stock",NA,36663.25,NA
"3126","Pacific bluefin tuna",1984,"single_stock",NA,35718,NA
"3127","Pacific bluefin tuna",1985,"single_stock",NA,29948.75,NA
"3128","Pacific bluefin tuna",1986,"single_stock",NA,23455.75,NA
"3129","Pacific bluefin tuna",1987,"single_stock",NA,25336,NA
"3130","Pacific bluefin tuna",1988,"single_stock",NA,18614.25,NA
"3131","Pacific bluefin tuna",1989,"single_stock",NA,19938.75,NA
"3132","Pacific bluefin tuna",1990,"single_stock",NA,13798,NA
"3133","Pacific bluefin tuna",1991,"single_stock",NA,15791,NA
"3134","Pacific bluefin tuna",1992,"single_stock",NA,16553,NA
"3135","Pacific bluefin tuna",1993,"single_stock",NA,16858,NA
"3136","Pacific bluefin tuna",1994,"single_stock",NA,19257,NA
"3137","Pacific bluefin tuna",1995,"single_stock",NA,11213,NA
"3138","Pacific bluefin tuna",1996,"single_stock",NA,11235.25,NA
"3139","Pacific bluefin tuna",1997,"single_stock",NA,11442.25,NA
"3140","Pacific bluefin tuna",1998,"single_stock",NA,8465.75,NA
"3141","Pacific bluefin tuna",1999,"single_stock",NA,16357,NA
"3142","Pacific bluefin tuna",2000,"single_stock",NA,16693.5,NA
"3143","Pacific bluefin tuna",2001,"single_stock",NA,10813.5,NA
"3144","Pacific bluefin tuna",2002,"single_stock",NA,11793.25,NA
"3145","Pacific bluefin tuna",2003,"single_stock",18395.25,11424.25,1741.88814105175
"3146","Pacific bluefin tuna",2004,"single_stock",24675.25,14198.5,1760.230577072
"3147","Pacific bluefin tuna",2005,"single_stock",26613,19327,1519.10186967726
"3148","Pacific bluefin tuna",2006,"single_stock",27264,15209,1918.96786845727
"3149","Pacific bluefin tuna",2007,"single_stock",28291.25,15790.25,1752.16931749774
"3150","Pacific bluefin tuna",2008,"single_stock",38569,21004,1877.44587716477
"3151","Pacific bluefin tuna",2009,"single_stock",24169,17522,1551.02995591597
"3152","Pacific bluefin tuna",2010,"single_stock",15021,10362,1484.190490027
"3153","Pacific bluefin tuna",2011,"single_stock",18072,15489,1438.2798564273
"3154","Pacific bluefin tuna",2012,"single_stock",14007,8637,1650.65817923983
"3155","Pacific bluefin tuna",2013,"single_stock",14463,8503,1725.18461460589
"3156","Pacific bluefin tuna",2014,"single_stock",16572,11274,1758.40102851041
"3157","Pacific bluefin tuna",2015,"single_stock",15068,7629,1902.06011520216
"3158","Pacific cod",1962,"hokkaido",NA,36341,NA
"3159","Pacific cod",1962,"pacific_north_stock",NA,21609,NA
"3160","Pacific cod",1962,"sea_of_japan_stock",NA,3254,NA
"3161","Pacific cod",1963,"hokkaido",NA,39261,NA
"3162","Pacific cod",1963,"pacific_north_stock",NA,21495,NA
"3163","Pacific cod",1963,"sea_of_japan_stock",NA,2420,NA
"3164","Pacific cod",1964,"hokkaido",NA,43300,NA
"3165","Pacific cod",1964,"pacific_north_stock",NA,40100,NA
"3166","Pacific cod",1964,"sea_of_japan_stock",NA,11000.5,NA
"3167","Pacific cod",1965,"hokkaido",NA,41124,NA
"3168","Pacific cod",1965,"pacific_north_stock",NA,44464,NA
"3169","Pacific cod",1965,"sea_of_japan_stock",NA,4500,NA
"3170","Pacific cod",1966,"hokkaido",NA,37609,NA
"3171","Pacific cod",1966,"pacific_north_stock",NA,44322,NA
"3172","Pacific cod",1966,"sea_of_japan_stock",NA,3918,NA
"3173","Pacific cod",1967,"hokkaido",NA,36612,NA
"3174","Pacific cod",1967,"pacific_north_stock",NA,55392,NA
"3175","Pacific cod",1967,"sea_of_japan_stock",NA,4065,NA
"3176","Pacific cod",1968,"hokkaido",NA,39308,NA
"3177","Pacific cod",1968,"pacific_north_stock",NA,65552,NA
"3178","Pacific cod",1968,"sea_of_japan_stock",NA,4610,NA
"3179","Pacific cod",1969,"hokkaido",NA,30595,NA
"3180","Pacific cod",1969,"pacific_north_stock",NA,66590,NA
"3181","Pacific cod",1969,"sea_of_japan_stock",NA,6595,NA
"3182","Pacific cod",1970,"hokkaido",NA,27619,NA
"3183","Pacific cod",1970,"pacific_north_stock",NA,85831,NA
"3184","Pacific cod",1970,"sea_of_japan_stock",NA,3669,NA
"3185","Pacific cod",1971,"hokkaido",NA,39746,NA
"3186","Pacific cod",1971,"pacific_north_stock",NA,51321,NA
"3187","Pacific cod",1971,"sea_of_japan_stock",NA,4253,NA
"3188","Pacific cod",1972,"hokkaido",NA,36314,NA
"3189","Pacific cod",1972,"pacific_north_stock",NA,45178,NA
"3190","Pacific cod",1972,"sea_of_japan_stock",NA,6112,NA
"3191","Pacific cod",1973,"hokkaido",NA,41289,NA
"3192","Pacific cod",1973,"pacific_north_stock",NA,62199,NA
"3193","Pacific cod",1973,"sea_of_japan_stock",NA,5025,NA
"3194","Pacific cod",1974,"hokkaido",NA,40765,NA
"3195","Pacific cod",1974,"pacific_north_stock",NA,62009,NA
"3196","Pacific cod",1974,"sea_of_japan_stock",NA,5625,NA
"3197","Pacific cod",1975,"hokkaido",NA,39957,NA
"3198","Pacific cod",1975,"pacific_north_stock",NA,47676,NA
"3199","Pacific cod",1975,"sea_of_japan_stock",NA,4737,NA
"3200","Pacific cod",1976,"hokkaido",NA,31844,NA
"3201","Pacific cod",1976,"pacific_north_stock",NA,52310,NA
"3202","Pacific cod",1976,"sea_of_japan_stock",NA,6314,NA
"3203","Pacific cod",1977,"hokkaido",NA,32779,NA
"3204","Pacific cod",1977,"pacific_north_stock",NA,46991,NA
"3205","Pacific cod",1977,"sea_of_japan_stock",NA,5482,NA
"3206","Pacific cod",1978,"hokkaido",NA,33907,NA
"3207","Pacific cod",1978,"pacific_north_stock",NA,48103,NA
"3208","Pacific cod",1978,"sea_of_japan_stock",NA,7013,NA
"3209","Pacific cod",1979,"hokkaido",NA,47994,NA
"3210","Pacific cod",1979,"pacific_north_stock",NA,39143,NA
"3211","Pacific cod",1979,"sea_of_japan_stock",NA,4691,NA
"3212","Pacific cod",1980,"hokkaido",NA,52478,NA
"3213","Pacific cod",1980,"pacific_north_stock",NA,40498.25,NA
"3214","Pacific cod",1980,"sea_of_japan_stock",NA,3769,NA
"3215","Pacific cod",1981,"hokkaido",NA,57645,NA
"3216","Pacific cod",1981,"pacific_north_stock",NA,40553.25,NA
"3217","Pacific cod",1981,"sea_of_japan_stock",NA,4008,NA
"3218","Pacific cod",1982,"hokkaido",NA,55010,NA
"3219","Pacific cod",1982,"pacific_north_stock",NA,35049.25,NA
"3220","Pacific cod",1982,"sea_of_japan_stock",NA,5069,NA
"3221","Pacific cod",1983,"hokkaido",NA,59105,NA
"3222","Pacific cod",1983,"pacific_north_stock",NA,40878,NA
"3223","Pacific cod",1983,"sea_of_japan_stock",NA,4149,NA
"3224","Pacific cod",1984,"hokkaido",NA,66154,NA
"3225","Pacific cod",1984,"pacific_north_stock",NA,44726.25,NA
"3226","Pacific cod",1984,"sea_of_japan_stock",NA,3138,NA
"3227","Pacific cod",1985,"hokkaido",NA,72673,NA
"3228","Pacific cod",1985,"pacific_north_stock",NA,42135,NA
"3229","Pacific cod",1985,"sea_of_japan_stock",NA,2741,NA
"3230","Pacific cod",1986,"hokkaido",NA,61293,NA
"3231","Pacific cod",1986,"pacific_north_stock",NA,36818,NA
"3232","Pacific cod",1986,"sea_of_japan_stock",NA,2392,NA
"3233","Pacific cod",1987,"hokkaido",NA,70676,NA
"3234","Pacific cod",1987,"pacific_north_stock",NA,39048,NA
"3235","Pacific cod",1987,"sea_of_japan_stock",NA,2029,NA
"3236","Pacific cod",1988,"hokkaido",NA,38074,NA
"3237","Pacific cod",1988,"pacific_north_stock",NA,17709,NA
"3238","Pacific cod",1988,"sea_of_japan_stock",NA,3317,NA
"3239","Pacific cod",1989,"hokkaido",NA,36264,NA
"3240","Pacific cod",1989,"pacific_north_stock",NA,17123.25,NA
"3241","Pacific cod",1989,"sea_of_japan_stock",NA,4302,NA
"3242","Pacific cod",1990,"hokkaido",NA,40490,NA
"3243","Pacific cod",1990,"pacific_north_stock",NA,14967,NA
"3244","Pacific cod",1990,"sea_of_japan_stock",NA,3628,NA
"3245","Pacific cod",1991,"hokkaido",NA,37371,NA
"3246","Pacific cod",1991,"pacific_north_stock",NA,9829,NA
"3247","Pacific cod",1991,"sea_of_japan_stock",NA,1725,NA
"3248","Pacific cod",1992,"hokkaido",NA,63976,NA
"3249","Pacific cod",1992,"pacific_north_stock",NA,10688,NA
"3250","Pacific cod",1992,"sea_of_japan_stock",NA,1026,NA
"3251","Pacific cod",1993,"hokkaido",NA,55513,NA
"3252","Pacific cod",1993,"pacific_north_stock",NA,6222,NA
"3253","Pacific cod",1993,"sea_of_japan_stock",NA,751,NA
"3254","Pacific cod",1994,"hokkaido",NA,58967,NA
"3255","Pacific cod",1994,"pacific_north_stock",NA,6101,NA
"3256","Pacific cod",1994,"sea_of_japan_stock",NA,930,NA
"3257","Pacific cod",1995,"hokkaido",NA,47745,NA
"3258","Pacific cod",1995,"pacific_north_stock",NA,7769.5,NA
"3259","Pacific cod",1995,"sea_of_japan_stock",NA,1049.25,NA
"3260","Pacific cod",1996,"hokkaido",NA,47995,NA
"3261","Pacific cod",1996,"pacific_north_stock",NA,8287.25,NA
"3262","Pacific cod",1996,"sea_of_japan_stock",NA,1294.25,NA
"3263","Pacific cod",1997,"hokkaido",NA,45234,NA
"3264","Pacific cod",1997,"pacific_north_stock",NA,11691.75,NA
"3265","Pacific cod",1997,"sea_of_japan_stock",NA,1552.25,NA
"3266","Pacific cod",1998,"hokkaido",NA,32457,NA
"3267","Pacific cod",1998,"pacific_north_stock",NA,23597.5,NA
"3268","Pacific cod",1998,"sea_of_japan_stock",NA,1190.5,NA
"3269","Pacific cod",1999,"hokkaido",NA,31157,NA
"3270","Pacific cod",1999,"pacific_north_stock",NA,22988,NA
"3271","Pacific cod",1999,"sea_of_japan_stock",NA,1147.5,NA
"3272","Pacific cod",2000,"hokkaido",NA,32453,NA
"3273","Pacific cod",2000,"pacific_north_stock",NA,17457,NA
"3274","Pacific cod",2000,"sea_of_japan_stock",NA,1142.5,NA
"3275","Pacific cod",2001,"hokkaido",NA,28302,NA
"3276","Pacific cod",2001,"pacific_north_stock",NA,14201.25,NA
"3277","Pacific cod",2001,"sea_of_japan_stock",NA,1043.5,NA
"3278","Pacific cod",2002,"hokkaido",NA,20245,NA
"3279","Pacific cod",2002,"pacific_north_stock",NA,8151.5,NA
"3280","Pacific cod",2002,"sea_of_japan_stock",NA,1121.25,NA
"3281","Pacific cod",2003,"hokkaido",6132,19935,307.599699021821
"3282","Pacific cod",2003,"pacific_north_stock",2929.5,12057.5,467.323956756996
"3283","Pacific cod",2003,"sea_of_japan_stock",514.25,1163.25,494.671759503901
"3284","Pacific cod",2004,"hokkaido",5659,19066,296.811077310395
"3285","Pacific cod",2004,"pacific_north_stock",3557.25,16634.25,348.722469523736
"3286","Pacific cod",2004,"sea_of_japan_stock",764.25,1803.25,505.059659442327
"3287","Pacific cod",2005,"hokkaido",6033,20420,295.445641527914
"3288","Pacific cod",2005,"pacific_north_stock",4127.25,25914.25,352.432254608947
"3289","Pacific cod",2005,"sea_of_japan_stock",946,2696,426.627969188942
"3290","Pacific cod",2006,"hokkaido",6258,19933,313.951738323383
"3291","Pacific cod",2006,"pacific_north_stock",4800.25,24569.25,382.215466823098
"3292","Pacific cod",2006,"sea_of_japan_stock",1058,3030,396.36750214488
"3293","Pacific cod",2007,"hokkaido",6279,20169,311.319351479994
"3294","Pacific cod",2007,"pacific_north_stock",5753.25,21912.25,416.591628532958
"3295","Pacific cod",2007,"sea_of_japan_stock",1206.5,3641.25,531.800333508841
"3296","Pacific cod",2008,"hokkaido",7567,22551,335.550529909982
"3297","Pacific cod",2008,"pacific_north_stock",4070.25,14242.25,433.627609600141
"3298","Pacific cod",2008,"sea_of_japan_stock",1356.25,2887.25,613.399006570082
"3299","Pacific cod",2009,"hokkaido",6798,22225,305.871766029246
"3300","Pacific cod",2009,"pacific_north_stock",4716.25,22188.25,364.428953276098
"3301","Pacific cod",2009,"sea_of_japan_stock",1112.25,3247.25,459.785006462409
"3302","Pacific cod",2010,"hokkaido",6235,23041,270.604574454234
"3303","Pacific cod",2010,"pacific_north_stock",4539.5,27570.5,476.378077447463
"3304","Pacific cod",2010,"sea_of_japan_stock",1233.25,3995.25,424.258788787184
"3305","Pacific cod",2011,"hokkaido",6812,27868,244.438065164346
"3306","Pacific cod",2011,"pacific_north_stock",3246.5,14863.5,485.125828774997
"3307","Pacific cod",2011,"sea_of_japan_stock",1208.25,4527.25,383.802734767822
"3308","Pacific cod",2012,"hokkaido",6512,28103,231.719033555136
